machine_ID,Status,purchase_Date
VM7583,decommissioned,2021-06-02
VM6007,repair,2023-01-22
VM4688,decommissioned,2022-10-20
VM7780,functional,2024-12-11
VM6212,decommissioned,2025-05-25
VM7336,repair,2025-01-20
VM1293,repair,2020-04-25
VM3398,functional,2021-03-27
VM7739,functional,2023-01-14
VM2728,functional,2023-11-06
VM5928,decommissioned,2024-11-16
VM4941,repair,2023-02-16
VM4951,repair,2023-04-03
VM9396,repair,2020-07-17
VM9304,repair,2022-10-29
VM2423,decommissioned,2022-06-30
VM3032,decommissioned,2025-04-29
VM8894,functional,2021-06-28
VM3902,repair,2025-06-17
VM5577,decommissioned,2021-05-28
VM3497,functional,2025-03-19
VM2848,decommissioned,2024-11-11
VM8797,decommissioned,2025-06-26
VM7409,decommissioned,2023-10-22
VM4711,repair,2021-10-05
VM5408,repair,2024-11-06
VM8887,decommissioned,2023-07-28
VM9607,decommissioned,2023-07-22
VM3056,repair,2023-08-26
VM3921,functional,2021-03-03
VM5818,functional,2021-03-12
VM9953,functional,2022-07-17
VM4164,functional,2025-01-09
VM4922,functional,2022-05-02
VM5091,decommissioned,2021-09-17
VM1289,functional,2022-11-16
VM3759,decommissioned,2022-05-22
VM5352,repair,2020-03-12
VM2299,repair,2022-12-20
VM6514,decommissioned,2023-01-15
VM4807,decommissioned,2025-04-10
VM6312,functional,2024-10-31
VM5680,functional,2022-04-26
VM3305,functional,2022-04-20
VM9015,decommissioned,2024-08-19
VM1876,decommissioned,2025-06-07
VM8684,functional,2024-03-29
VM8667,repair,2021-09-07
VM1847,functional,2020-12-06
VM8893,repair,2022-08-30
VM8243,repair,2024-05-26
VM6355,decommissioned,2022-07-04
VM2338,decommissioned,2025-01-12
VM9183,functional,2024-04-28
VM6323,functional,2021-11-02
VM7644,decommissioned,2021-10-15
VM2466,decommissioned,2025-07-12
VM2437,repair,2023-08-23
VM5809,decommissioned,2024-11-09
VM4474,repair,2020-11-06
VM2234,functional,2023-03-27
VM1946,repair,2025-05-22
VM8617,functional,2023-12-06
VM4043,repair,2022-05-09
VM8540,repair,2020-10-07
VM2570,functional,2023-05-21
VM4281,functional,2022-06-26
VM8437,repair,2021-08-11
VM1217,functional,2022-01-23
VM9123,functional,2024-02-23
VM7575,repair,2020-04-14
VM2417,decommissioned,2021-04-10
VM1221,functional,2022-06-24
VM9044,repair,2021-12-27
VM7072,decommissioned,2024-09-01
VM8989,decommissioned,2022-03-16
VM8974,functional,2020-03-25
VM3929,functional,2021-04-28
VM2786,functional,2024-02-17
VM8721,repair,2025-04-25
VM8749,decommissioned,2025-03-07
VM8077,functional,2021-04-17
VM1240,functional,2020-12-04
VM5273,repair,2022-05-30
VM2545,decommissioned,2024-08-02
VM6626,repair,2020-07-11
VM3959,repair,2024-03-16
VM6060,decommissioned,2024-08-10
VM6320,repair,2020-09-12
VM8883,functional,2022-11-09
VM4197,repair,2020-12-28
VM2858,repair,2024-07-02
VM7759,functional,2021-10-30
VM2200,decommissioned,2021-01-14
VM9346,repair,2023-09-30
VM9877,repair,2022-03-09
VM1339,decommissioned,2020-09-14
VM1743,decommissioned,2023-04-17
VM4960,repair,2021-10-08
VM9350,repair,2024-06-15
VM5468,decommissioned,2023-03-07
VM4445,functional,2020-01-03
VM6216,decommissioned,2022-03-30
VM5919,functional,2020-01-15
VM6205,decommissioned,2021-08-29
VM8523,functional,2024-07-29
VM6742,decommissioned,2022-03-21
VM8091,decommissioned,2022-07-17
VM4411,decommissioned,2020-11-03
VM1571,functional,2023-07-14
VM6227,functional,2025-07-02
VM9155,decommissioned,2020-12-15
VM9035,decommissioned,2024-04-23
VM8316,decommissioned,2025-03-05
VM3519,decommissioned,2023-12-24
VM1633,decommissioned,2024-01-07
VM2401,decommissioned,2021-05-25
VM8664,repair,2021-02-01
VM8490,functional,2025-05-19
VM1387,functional,2023-11-02
VM7024,decommissioned,2025-10-07
VM7273,repair,2021-08-05
VM4101,decommissioned,2020-11-08
VM4977,functional,2022-05-14
VM3406,functional,2022-03-21
VM2208,repair,2021-02-16
VM2447,functional,2021-08-31
VM5769,decommissioned,2025-08-23
VM8103,functional,2020-01-26
VM2119,decommissioned,2023-12-28
VM5068,functional,2021-09-22
VM2762,repair,2023-07-20
VM7647,functional,2020-10-28
VM1082,functional,2022-12-06
VM9464,functional,2025-03-27
VM7213,decommissioned,2022-12-06
VM9213,functional,2022-03-14
VM3343,repair,2023-09-09
VM1022,repair,2020-05-30
VM2246,functional,2024-04-03
VM2780,repair,2020-06-19
VM9405,repair,2025-06-15
VM7103,decommissioned,2023-12-17
VM8939,repair,2020-07-20
VM1493,functional,2020-03-27
VM3341,functional,2024-09-24
VM1427,decommissioned,2020-04-01
VM1311,functional,2024-10-07
VM5478,repair,2022-05-05
VM5100,decommissioned,2025-04-20
VM4021,repair,2022-01-09
VM9659,repair,2021-04-22
VM3527,repair,2025-03-12
VM9516,decommissioned,2020-03-04
VM9733,decommissioned,2020-10-27
VM3293,repair,2021-01-14
VM2022,decommissioned,2023-04-12
VM3247,functional,2025-01-09
VM2046,functional,2022-10-17
VM3465,decommissioned,2020-04-23
VM1209,repair,2025-11-21
VM9193,functional,2020-03-12
VM8000,decommissioned,2023-07-01
VM7112,functional,2023-03-14
VM5806,repair,2024-06-04
VM6368,decommissioned,2024-05-12
VM6710,repair,2021-11-10
VM8198,decommissioned,2021-05-25
VM7279,decommissioned,2020-06-29
VM2403,functional,2021-03-14
VM9804,decommissioned,2021-02-05
VM7682,functional,2023-08-08
VM9400,functional,2021-10-23
VM4631,repair,2024-06-02
VM4953,repair,2022-12-04
VM6789,decommissioned,2023-03-27
VM4958,repair,2021-07-03
VM7177,decommissioned,2024-09-24
VM5965,repair,2022-06-13
VM8284,functional,2022-06-30
VM6131,decommissioned,2020-07-20
VM8460,functional,2024-10-02
VM6089,functional,2024-04-01
VM2050,repair,2025-07-30
VM4926,functional,2021-08-13
VM8953,decommissioned,2022-10-11
VM8990,repair,2020-09-25
VM4670,decommissioned,2025-10-25
VM2549,repair,2021-04-28
VM7320,repair,2022-02-28
VM3805,decommissioned,2021-11-29
VM3181,functional,2024-02-05
VM5895,functional,2025-11-13
VM4291,functional,2024-02-25
VM1850,decommissioned,2021-04-03
VM7129,functional,2022-08-05
VM7887,functional,2023-08-09
VM7151,decommissioned,2024-02-15
VM7352,functional,2024-01-31
VM5499,functional,2020-01-12
VM8525,repair,2020-12-03
VM6176,decommissioned,2025-04-20
VM5722,functional,2022-12-02
VM4443,repair,2023-12-16
VM6093,repair,2024-02-05
VM8470,decommissioned,2023-12-06
VM7901,repair,2021-02-10
VM3887,decommissioned,2022-10-28
VM3984,decommissioned,2021-03-26
VM7455,repair,2020-12-07
VM4696,repair,2023-08-26
VM1561,repair,2020-01-02
VM4007,repair,2022-11-20
VM4587,repair,2025-05-01
VM8189,decommissioned,2025-02-25
VM3854,functional,2020-01-28
VM6380,decommissioned,2024-06-05
VM9491,functional,2020-04-03
VM2088,functional,2024-09-27
VM1596,functional,2022-10-26
VM8396,decommissioned,2021-05-01
VM8330,functional,2020-05-16
VM1675,repair,2021-07-14
VM9884,functional,2021-03-04
VM8882,repair,2021-05-27
VM8156,decommissioned,2025-01-27
VM6838,repair,2020-07-07
VM4328,decommissioned,2021-02-22
VM4747,functional,2021-12-19
VM9443,repair,2023-03-09
VM3019,functional,2023-10-25
VM2093,functional,2021-02-13
VM1149,decommissioned,2021-02-17
VM5202,decommissioned,2023-11-11
VM8775,functional,2023-07-06
VM1736,repair,2024-09-18
VM7081,repair,2024-07-02
VM1104,repair,2022-04-25
VM1709,repair,2021-06-11
VM9473,repair,2024-04-29
VM5058,functional,2025-05-16
VM6855,decommissioned,2023-10-24
VM2647,repair,2025-08-22
VM9484,functional,2024-02-13
VM5989,decommissioned,2022-06-18
VM3005,functional,2023-05-02
VM2037,repair,2023-03-15
VM7889,decommissioned,2024-05-05
VM9200,decommissioned,2022-06-14
VM2471,repair,2025-08-27
VM2468,functional,2020-04-09
VM7285,functional,2024-06-07
VM5808,decommissioned,2022-05-22
VM4476,repair,2023-07-16
VM8560,decommissioned,2021-04-26
VM6654,decommissioned,2021-05-20
VM5427,functional,2025-10-06
VM9780,repair,2024-07-16
VM6490,functional,2021-07-16
VM6575,functional,2025-07-25
VM1808,functional,2020-06-26
VM1315,functional,2020-03-08
VM7463,functional,2023-03-18
VM7281,functional,2020-06-18
VM1416,functional,2025-01-14
VM3250,functional,2024-04-07
VM5768,decommissioned,2020-07-27
VM2808,functional,2022-01-24
VM9383,decommissioned,2022-05-27
VM2453,repair,2024-09-08
VM3485,repair,2024-04-01
VM9059,decommissioned,2024-07-06
VM2846,repair,2023-10-22
VM2708,functional,2020-01-25
VM7373,repair,2025-09-22
VM7148,decommissioned,2022-10-28
VM4060,decommissioned,2020-06-20
VM7011,decommissioned,2022-09-01
VM8183,repair,2023-09-18
VM9301,repair,2021-05-12
VM3128,repair,2020-07-16
VM5920,decommissioned,2023-05-20
VM7483,repair,2022-08-26
VM2495,functional,2021-12-04
VM6555,repair,2023-10-10
VM9445,repair,2024-09-08
VM4605,repair,2022-11-12
VM4380,repair,2021-09-14
VM9176,repair,2020-01-02
VM5988,decommissioned,2025-09-02
VM2839,repair,2021-08-16
VM8812,repair,2023-01-14
VM5574,decommissioned,2021-09-12
VM5048,repair,2021-07-11
VM7104,decommissioned,2020-03-08
VM4242,decommissioned,2020-08-25
VM7396,functional,2022-11-17
VM4001,decommissioned,2020-12-02
VM8374,decommissioned,2024-10-11
VM3591,repair,2021-12-12
VM8033,functional,2020-11-22
VM3347,functional,2020-01-28
VM3840,repair,2025-11-06
VM8376,repair,2021-08-09
VM4310,repair,2025-01-06
VM4561,decommissioned,2023-03-26
VM6487,functional,2020-07-16
VM3776,functional,2025-10-01
VM7221,functional,2020-06-15
VM2452,decommissioned,2022-05-08
VM8776,functional,2020-12-17
VM5024,decommissioned,2024-01-06
VM1158,decommissioned,2021-04-18
VM1698,repair,2021-01-27
VM7276,repair,2024-08-05
VM4506,repair,2024-05-28
VM5729,repair,2021-02-27
VM4559,functional,2024-06-18
VM1207,decommissioned,2023-12-10
VM7014,decommissioned,2022-03-25
VM2340,repair,2022-12-24
VM9652,functional,2023-01-11
VM8311,functional,2021-02-13
VM2358,repair,2020-09-01
VM4367,functional,2020-07-30
VM5882,repair,2020-12-03
VM8602,repair,2020-03-10
VM8867,functional,2022-05-11
VM2697,decommissioned,2022-09-30
VM9336,decommissioned,2024-11-06
VM3717,decommissioned,2021-07-20
VM5590,functional,2021-06-08
VM2559,functional,2025-01-19
VM4337,repair,2021-05-05
VM3095,repair,2021-09-06
VM5330,functional,2020-01-25
VM3846,decommissioned,2020-11-14
VM6143,repair,2024-07-23
VM9474,decommissioned,2024-10-14
VM5377,decommissioned,2024-02-29
VM8073,repair,2024-05-01
VM7179,functional,2022-09-25
VM8254,decommissioned,2025-05-06
VM4658,functional,2024-03-12
VM7760,decommissioned,2023-03-30
VM8111,functional,2024-10-05
VM7798,functional,2022-02-26
VM1254,decommissioned,2023-12-19
VM8553,repair,2024-07-10
VM1222,decommissioned,2022-06-15
VM9784,decommissioned,2024-03-20
VM7545,repair,2024-04-12
VM8372,repair,2023-03-25
VM7515,repair,2025-04-30
VM4360,functional,2020-12-07
VM5820,decommissioned,2021-02-23
VM3467,repair,2025-02-17
VM2590,repair,2021-11-26
VM6202,decommissioned,2023-12-28
VM3419,functional,2021-04-13
VM7012,repair,2020-06-17
VM9402,decommissioned,2024-07-14
VM1560,repair,2023-08-27
VM3383,decommissioned,2020-11-18
VM3877,functional,2022-08-22
VM3055,functional,2022-01-05
VM6095,functional,2025-01-01
VM6314,functional,2024-11-10
VM1631,decommissioned,2022-05-24
VM7181,repair,2023-08-23
VM3572,repair,2022-06-27
VM3499,functional,2021-12-21
VM4961,repair,2024-04-24
VM5589,decommissioned,2024-10-24
VM7088,decommissioned,2024-06-13
VM2438,functional,2024-11-11
VM8518,decommissioned,2020-02-09
VM4552,decommissioned,2021-11-07
